University Name,Address,lat,long,geometry
Oakland University,"Oakland University, Michigan, United States",42.666633250000004,-83.20655751756584,POINT (-83.20655751756584 42.666633250000004)
"Carnegie Mellon University, Silicon Valley","Carnegie Mellon University, Silicon Valley, California, United States",37.249062,-121.771873,POINT (-121.771873 37.249062)
Otto-von-Guericke University Magdeburg,"Otto-von-Guericke University Magdeburg, Saxony-Anhalt, Germany",52.14005065,11.644712482234677,POINT (11.644712482234677 52.14005065)
"University of California, Merced","University of California, Merced, California, United States",37.36513585,-120.42253889071495,POINT (-120.42253889071495 37.36513585)
Fairfield University,"Fairfield University, Connecticut, United States",41.142895,-73.258412,POINT (-73.258412 41.142895)
Darmstadt University of Applied Sciences,"Darmstadt University of Applied Sciences, Berlin, Germany",50.130533549999996,8.692333113901654,POINT (8.692333113901654 50.130533549999996)
Gannon University,"Gannon University, Pennsylvania, United States",42.1281052,-80.0867293,POINT (-80.0867293 42.1281052)
"James Cook University, Townsville","James Cook University, Townsville, Queensland, Australia",-19.328961800000002,146.75664498994468,POINT (146.75664498994468 -19.328961800000002)
Golden Gate University,"Golden Gate University, California, United States",36.9665554,-122.0236488,POINT (-122.0236488 36.9665554)
Wilmington University,"Wilmington University, Delaware, United States",39.682952,-75.586185,POINT (-75.586185 39.682952)
Murdoch University,"Murdoch University, Western Australia, Australia",-32.515602,115.755635,POINT (115.755635 -32.515602)
University of Cologne,"University of Cologne, North Rhine-Westphilia, Germany",50.962823549999996,6.882878134020244,POINT (6.882878134020244 50.962823549999996)
University of Prince Edward Island,"University of Prince Edward Island, Prince Edward Island, Canada",45.78030205,-74.30366339168975,POINT (-74.30366339168975 45.78030205)
Wageningen University and Research,"Wageningen University and Research, Gelderland, Netherlands",52.965301,6.656865,POINT (6.656865 52.965301)
Texas Christian University,"Texas Christian University, Texas, United States",32.706088,-97.366873,POINT (-97.366873 32.706088)
Sonoma State University,"Sonoma State University, California, United States",38.290522,-122.459658,POINT (-122.459658 38.290522)
Nipissing University,"Nipissing University, Ontario, Canada",46.3432694,-79.4916705,POINT (-79.4916705 46.3432694)
University of Hohenheim,"University of Hohenheim, Baden-Warttemberg, Germany",-24.734259,-47.557833,POINT (-47.557833 -24.734259)
University of the Sunshine Coast,"University of the Sunshine Coast, Queensland, Australia",-26.716863,153.067276,POINT (153.067276 -26.716863)
University of Greifswald (Ernst-Moritz-Arndt),"University of Greifswald (Ernst-Moritz-Arndt), Mecklenburg-Vorpommern, Germany",54.08943465,13.404874267720633,POINT (13.404874267720633 54.08943465)
Brandon University,"Brandon University, Manitoba, Canada",49.843174399999995,-99.96377678187257,POINT (-99.96377678187257 49.843174399999995)
University of Lausanne,"University of Lausanne, Lausanne, Switzerland",46.543772,6.637465,POINT (6.637465 46.543772)
Wesley College,"Wesley College, Delaware, United States",39.1635704,-75.52850148097592,POINT (-75.52850148097592 39.1635704)
"California State University, Monterey Bay","California State University, Monterey Bay, California, United States",36.6537668,-121.79734459571648,POINT (-121.79734459571648 36.6537668)
Universite de la Rochelle,"Universite de la Rochelle, La Rochelle, France",46.148541,-1.156843,POINT (-1.156843 46.148541)
"Lakeland College, Vermilion","Lakeland College, Vermilion, Alberta, Canada",53.3482607,-110.87390932815663,POINT (-110.87390932815663 53.3482607)
Stephen F. Austin State University,"Stephen F. Austin State University, Texas, United States",29.816369,-96.110749,POINT (-96.110749 29.816369)
Tohoku University,"Tohoku University, Miyagi, Japan",38.272095750000005,140.8596440838432,POINT (140.8596440838432 38.272095750000005)
Northeastern State University,"Northeastern State University, Oklahoma, United States",35.921913,-94.965135,POINT (-94.965135 35.921913)
Queen Margaret University,"Queen Margaret University, Edinburgh, United Kingdom",55.987529,-3.39037,POINT (-3.39037 55.987529)
Soas University of London,"Soas University of London, London, United Kingdom",51.5218979,-0.1288676341954016,POINT (-0.1288676341954016 51.5218979)
University of Northampton,"University of Northampton, Northamptonshire, United Kingdom",52.231051,-0.886503,POINT (-0.886503 52.231051)
BPP University,"BPP University, London, United Kingdom",51.50537905,-0.22337950306706675,POINT (-0.2233795030670668 51.50537905)
University College Birmingham,"University College Birmingham, Birmingham, United Kingdom",52.4812746,-1.9064235,POINT (-1.9064235 52.4812746)
"St Mary's University, Twickenham","St Mary's University, Twickenham, London, United Kingdom",51.4371611,-0.3361972,POINT (-0.3361972 51.4371611)
Baruch College - The City University of New York,"Baruch College - The City University of New York, New York, United States",40.701026,-73.795374,POINT (-73.795374 40.701026)
Massey University,"Massey University, Manawatu-Wanganui, New Zealand",-36.733092,174.701679,POINT (174.701679 -36.733092)
Webster University,"Webster University, Missouri, United States",37.943419,-91.785865,POINT (-91.785865 37.943419)
University of Indianapolis,"University of Indianapolis, Indiana, United States",39.70939645,-86.13445225207252,POINT (-86.13445225207252 39.70939645)
Linnaeus University Sweden,"Linnaeus University Sweden, Kronobergs l'n, Sweden",59.326874,18.100339,POINT (18.100339 59.326874)
"International Institute in Geneva, Switzerland","International Institute in Geneva, Switzerland, Geneva, Switzerland",46.2017559,6.1466014,POINT (6.1466014 46.2017559)
Geneva Business School,"Geneva Business School, Geneva, Switzerland",46.191551,6.111124,POINT (6.111124 46.191551)
Catholic University of Eichstätt-Ingolstadt,"Catholic University of Eichstätt-Ingolstadt, Bavaria, Germany",48.76588565,11.41583829731876,POINT (11.41583829731876 48.76588565)
Yong Siew Toh Conservatory of Music,"Yong Siew Toh Conservatory of Music, Singapore, Singapore",1.3021836,103.77292507540616,POINT (103.77292507540616 1.3021836)
S. Rajaratnam School of International Studies,"S. Rajaratnam School of International Studies, Singapore, Singapore",1.3443739,103.68218537920768,POINT (103.68218537920768 1.3443739)
The American University of Paris,"The American University of Paris, Paris, France",48.86157955,2.310659336706136,POINT (2.310659336706136 48.86157955)
Lee Kuan Yew School of Public Policy,"Lee Kuan Yew School of Public Policy, Singapore, Singapore",1.3192969,103.8180408,POINT (103.8180408 1.3192969)
Zeppelin University,"Zeppelin University, Baden-Warttemberg, Germany",-24.734259,-47.557833,POINT (-47.557833 -24.734259)
University of Business and International Studies,"University of Business and International Studies, Geneva, Switzerland",46.2017559,6.1466014,POINT (6.1466014 46.2017559)
The London School of Economics and Political Science,"The London School of Economics and Political Science, London, United Kingdom",51.51426105,-0.11673351981492822,POINT (-0.1167335198149282 51.51426105)
Geneva School of Diplomacy and International Relations,"Geneva School of Diplomacy and International Relations, Geneva, Switzerland",46.2017559,6.1466014,POINT (6.1466014 46.2017559)
University of Palermo,"University of Palermo, Palermo, Italy",41.8854563,12.46229245,POINT (12.46229245 41.8854563)
Institut Barcelona d'Estudis Internacionals,"Institut Barcelona d'Estudis Internacionals, Barcelona, Spain",41.401491,2.143568,POINT (2.143568 41.401491)
Schiller International University,"Schiller International University, Florida, United States",27.89391005,-82.75743229068577,POINT (-82.75743229068577 27.89391005)
"New York Institute of Technology, Manhattan","New York Institute of Technology, Manhattan, New York, United States",40.76984545,-73.98286901738166,POINT (-73.98286901738166 40.76984545)
"University of Michigan, Flint","University of Michigan, Flint, Michigan, United States",43.019000500000004,-83.6889868154815,POINT (-83.6889868154815 43.019000500000004)
"Saint Mary's University, Nova Scotia","Saint Mary's University, Nova Scotia, Nova Scotia, Canada",44.63111455,-63.58013458012257,POINT (-63.58013458012257 44.63111455)
"Macquarie University, Sydney","Macquarie University, Sydney, New South Wales, Australia",-33.77400285,151.11276761415485,POINT (151.11276761415485 -33.77400285)
"University of South Australia, Adelaide","University of South Australia, Adelaide, South Australia, Australia",-34.920299,138.603722,POINT (138.603722 -34.920299)
Southern New Hampshire University,"Southern New Hampshire University, New Hampshire, United States",43.04,-71.45432,POINT (-71.45432 43.04)
London Business School,"London Business School, London, United Kingdom",51.52638485,-0.16114836844474495,POINT (-0.161148368444745 51.52638485)
Central Queensland University,"Central Queensland University, Queensland, Australia",-16.920732,145.776821,POINT (145.776821 -16.920732)
Atlantis University,"Atlantis University, Florida, United States",30.281428,-87.516434,POINT (-87.516434 30.281428)
University of Tampa,"University of Tampa, Florida, United States",27.95141,-82.46676,POINT (-82.46676 27.95141)
Saint Peter's University,"Saint Peter's University, New Jersey, United States",40.50112,-74.45964,POINT (-74.45964 40.50112)
Dallas Baptist University,"Dallas Baptist University, Texas, United States",32.709362,-96.947624,POINT (-96.947624 32.709362)
Vancouver Island University,"Vancouver Island University, British Columbia, Canada",49.1578851,-123.96564208745957,POINT (-123.96564208745957 49.1578851)
"Hult International Business School, Boston","Hult International Business School, Boston, Massachusetts, United States",42.3554334,-71.060511,POINT (-71.060511 42.3554334)
Carolina University,"Carolina University, North Carolina, United States",35.60044,-77.36441,POINT (-77.36441 35.60044)
Suffolk University,"Suffolk University, Massachusetts, United States",42.39051,-70.9971875,POINT (-70.9971875 42.39051)
INSEAD France,"INSEAD France, Île-de-France, France",48.40559665,2.684692802043889,POINT (2.684692802043889 48.40559665)
"Bond University, Gold Coast","Bond University, Gold Coast, Queensland, Australia",-28.0728423,153.4151163,POINT (153.4151163 -28.0728423)
Southern Connecticut State University,"Southern Connecticut State University, Connecticut, United States",41.3342104,-72.94508262891469,POINT (-72.94508262891469 41.3342104)
Trinity Western University,"Trinity Western University, British Columbia, Canada",49.271611,-123.24844,POINT (-123.24844 49.271611)
"Fanshawe College, London","Fanshawe College, London, London, Canada",43.015107,-81.190089,POINT (-81.190089 43.015107)
"International Institute for Management Development, Switzerland","International Institute for Management Development, Switzerland, Lausanne, Switzerland",46.5218269,6.6327025,POINT (6.6327025 46.5218269)
"Torrens University Australia, Adelaide","Torrens University Australia, Adelaide, South Australia, Australia",-34.9281805,138.5999312,POINT (138.5999312 -34.9281805)
"California State University, Stanislaus","California State University, Stanislaus, California, United States",37.5255729,-120.85577634163963,POINT (-120.85577634163963 37.5255729)
Point Park University,"Point Park University, Pennsylvania, United States",40.439731,-80.000873,POINT (-80.000873 40.439731)
Lee Kong Chian School of Business,"Lee Kong Chian School of Business, Singapore, Singapore",1.2952308499999998,103.85053484906507,POINT (103.85053484906507 1.2952308499999998)
Copenhagen Business School,"Copenhagen Business School, Hovedstaden, Denmark",55.712889,12.593607,POINT (12.593607 55.712889)
"University of Redlands, Rancho Cucamonga","University of Redlands, Rancho Cucamonga, California, United States",34.1033192,-117.575173,POINT (-117.575173 34.1033192)
Southern Utah University,"Southern Utah University, Utah, United States",40.27941055,-111.71788683218048,POINT (-111.71788683218048 40.27941055)
University of St. Francis,"University of St. Francis, Illinois, United States",41.53309,-88.09728,POINT (-88.09728 41.53309)
Humboldt State University,"Humboldt State University, California, United States",40.876573,-124.080169,POINT (-124.080169 40.876573)
Université Paris-Est Créteil,"Université Paris-Est Créteil, Creteil, France",48.7882159,2.4439218925481594,POINT (2.4439218925481594 48.7882159)
Clayton State University,"Clayton State University, Georgia, United States",33.5957185,-84.3310091,POINT (-84.3310091 33.5957185)
Friends University,"Friends University, Kansas, United States",37.6781656,-97.3622554,POINT (-97.3622554 37.6781656)
Conservatoire National des Arts et Métiers,"Conservatoire National des Arts et Métiers, Paris, France",48.86678295,2.355416692533683,POINT (2.355416692533683 48.86678295)
Wrexham Glyndwr University,"Wrexham Glyndwr University, Wales, United Kingdom",53.039537,-3.006026,POINT (-3.006026 53.039537)
Berlin International University of Applied Sciences,"Berlin International University of Applied Sciences, Berlin, Germany",52.515954,13.3279953,POINT (13.3279953 52.515954)
IESE Business School,"IESE Business School, Barcelona, Spain",41.3935611,2.1079674,POINT (2.1079674 41.3935611)
"Hult International Business School, London Graduate","Hult International Business School, London Graduate, London, United Kingdom",51.52129,-0.115151,POINT (-0.115151 51.52129)
Siena College,"Siena College, New York, United States",40.765345,-73.956981,POINT (-73.956981 40.765345)
IE Business School,"IE Business School, Madrid, Spain",40.437903,-3.682586,POINT (-3.682586 40.437903)
EBS University,"EBS University, Dortmund, Germany",51.5142273,7.4652789,POINT (7.4652789 51.5142273)
Munich Business School,"Munich Business School, Bavaria, Germany",48.197077199999995,11.608676104747772,POINT (11.608676104747772 48.197077199999995)
SDA Bocconi School of Management,"SDA Bocconi School of Management, Milano, Italy",45.450134,9.189884,POINT (9.189884 45.450134)
Warwick Business School,"Warwick Business School, Coventry, United Kingdom",52.3819265,-1.5653298958373119,POINT (-1.5653298958373119 52.3819265)
Paris School of Business,"Paris School of Business, Paris, France",48.876409,2.370152,POINT (2.370152 48.876409)
University of the Incarnate Word,"University of the Incarnate Word, Texas, United States",29.4688466,-98.46910390973764,POINT (-98.46910390973764 29.4688466)
William Paterson University,"William Paterson University, New Jersey, United States",40.947469,-74.19655435657896,POINT (-74.19655435657896 40.947469)
University of Nebraska at Kearney,"University of Nebraska at Kearney, Nebraska, United States",40.6989871,-99.11044498253119,POINT (-99.11044498253119 40.6989871)
Barry University,"Barry University, Florida, United States",25.8790289,-80.20151680720551,POINT (-80.20151680720551 25.8790289)
La Sierra University,"La Sierra University, California, United States",33.91075,-117.50011,POINT (-117.50011 33.91075)
Amity University,"Amity University, London, United Kingdom",51.51920105,-0.13111751280803396,POINT (-0.131117512808034 51.51920105)
Salem University,"Salem University, West Virginia, United States",39.288891,-80.571943,POINT (-80.571943 39.288891)
Saint Mary's University of Minnesota,"Saint Mary's University of Minnesota, Minnesota, United States",44.039381,-92.505128,POINT (-92.505128 44.039381)
Ohio Dominican University,"Ohio Dominican University, Ohio, United States",39.9945316,-82.94235868789129,POINT (-82.94235868789129 39.9945316)
The University of West Alabama,"The University of West Alabama, Alabama, United States",33.20886,-87.5727222,POINT (-87.5727222 33.20886)
Okanagan College,"Okanagan College, British Columbia, Canada",51.007268,-118.209971,POINT (-118.209971 51.007268)
Auckland Institute of Studies,"Auckland Institute of Studies, Auckland, New Zealand",-36.873767,174.72152,POINT (174.72152 -36.873767)
Illinois State University,"Illinois State University, Illinois, United States",40.525044300000005,-88.99698671892844,POINT (-88.99698671892844 40.525044300000005)
Wilfrid Laurier University,"Wilfrid Laurier University, Ontario, Canada",45.427657499999995,-75.67886899999999,POINT (-75.67886899999999 45.427657499999995)
"University of the Pacific, Stockton","University of the Pacific, Stockton, California, United States",37.98042375,-121.31284719832666,POINT (-121.31284719832666 37.98042375)
Arkansas Tech University,"Arkansas Tech University, Arkansas, United States",35.2937399,-93.13070381742503,POINT (-93.13070381742503 35.2937399)
University of Mannheim,"University of Mannheim, Baden-Warttemberg, Germany",-24.734259,-47.557833,POINT (-47.557833 -24.734259)
Saint Joseph's University,"Saint Joseph's University, Pennsylvania, United States",39.99652965,-75.24151166935775,POINT (-75.24151166935775 39.99652965)
Indiana Institute of Technology,"Indiana Institute of Technology, Indiana, United States",41.07644,-85.11775,POINT (-85.11775 41.07644)
Charles Sturt University,"Charles Sturt University, New South Wales, Australia",-35.0636071,147.3552234,POINT (147.3552234 -35.0636071)
Murray State University,"Murray State University, Kentucky, United States",36.6129699,-88.322088,POINT (-88.322088 36.6129699)
Sam Houston State University,"Sam Houston State University, Texas, United States",30.7133471,-95.54491358059069,POINT (-95.54491358059069 30.7133471)
Keio University,"Keio University, Tokyo, Japan",35.689652,139.698742,POINT (139.698742 35.689652)
Friedrich Schiller University Jena,"Friedrich Schiller University Jena, Thuringia, Germany",50.92997,11.58994,POINT (11.58994 50.92997)
Royal Holloway University of London,"Royal Holloway University of London, Surrey, United Kingdom",51.424449550000006,-0.5642561069587715,POINT (-0.5642561069587715 51.424449550000006)
University Of Phoenix,"University Of Phoenix, Arizona, United States",33.484471,-112.076737,POINT (-112.076737 33.484471)
University of Regensburg,"University of Regensburg, Bavaria, Germany",49.0195333,12.0974869,POINT (12.0974869 49.0195333)
Lipscomb University,"Lipscomb University, Tennessee, United States",36.10507165,-86.79864091820343,POINT (-86.79864091820343 36.10507165)
University of Osnabrück,"University of Osnabrück, Lower Saxony, Germany",53.545886,9.930517,POINT (9.930517 53.545886)
Tulane University of Louisiana,"Tulane University of Louisiana, Louisiana, United States",30.403017,-91.102128,POINT (-91.102128 30.403017)
Australian Catholic University,"Australian Catholic University, New South Wales, Australia",-33.875507,151.07693,POINT (151.07693 -33.875507)
University of Lübeck,"University of Lübeck, Schleswig-Holstein, Germany",53.8344,10.70392,POINT (10.70392 53.8344)
Wesleyan University,"Wesleyan University, Connecticut, United States",41.554875,-72.657997,POINT (-72.657997 41.554875)
Birkbeck College,"Birkbeck College, London, United Kingdom",51.52184485,-0.13021550670673807,POINT (-0.1302155067067381 51.52184485)
Abilene Christian University,"Abilene Christian University, Texas, United States",32.4699728,-99.70735954838815,POINT (-99.70735954838815 32.4699728)
Pepperdine University,"Pepperdine University, California, United States",37.40606,-121.97664,POINT (-121.97664 37.40606)
University of Northern Iowa,"University of Northern Iowa, Iowa, United States",41.630821,-91.540905,POINT (-91.540905 41.630821)
Southeastern Louisiana University,"Southeastern Louisiana University, Louisiana, United States",30.51639725,-90.47130350626207,POINT (-90.47130350626207 30.51639725)
Manchester Metropolitan University.,"Manchester Metropolitan University., Manchester, United Kingdom",53.477813,-2.231401,POINT (-2.231401 53.477813)
Western Carolina University,"Western Carolina University, North Carolina, United States",35.075128,-78.880092,POINT (-78.880092 35.075128)
Emporia State University,"Emporia State University, Kansas, United States",38.413273,-96.1801,POINT (-96.1801 38.413273)
Paul Valéry University Montpellier 3,"Paul Valéry University Montpellier 3, Occitanie, France",43.598466,3.844258,POINT (3.844258 43.598466)
Kristianstad University,"Kristianstad University, Sk'ne l'n, Sweden",56.0317702,14.1510572,POINT (14.1510572 56.0317702)
University of Cumbria,"University of Cumbria, London, United Kingdom",51.5112661,-0.0247772,POINT (-0.0247772 51.5112661)
Plymouth Marjon University,"Plymouth Marjon University, Plymouth, United Kingdom",50.375115,-4.138814,POINT (-4.138814 50.375115)
Liberty University,"Liberty University, Virginia, United States",28.071902,-82.429227,POINT (-82.429227 28.071902)
Université de Rouen,"Université de Rouen, Rouen, France",49.441717,1.078454,POINT (1.078454 49.441717)
University of Worcester,"University of Worcester, Worcester, United States",42.248863,-71.808357,POINT (-71.808357 42.248863)
Grand Canyon University,"Grand Canyon University, Arizona, United States",33.575291,-111.880721,POINT (-111.880721 33.575291)
"Alliant International University, San Diego","Alliant International University, San Diego, California, United States",32.8975471,-117.0930876,POINT (-117.0930876 32.8975471)
Leeds Trinity University,"Leeds Trinity University, Leeds, United Kingdom",53.8481537,-1.6450164550572741,POINT (-1.6450164550572741 53.8481537)
Morehead State University,"Morehead State University, Kentucky, United States",38.186748,-83.43324,POINT (-83.43324 38.186748)
Castleton University,"Castleton University, Vermont, United States",43.608001200000004,-73.18263971319081,POINT (-73.18263971319081 43.608001200000004)
Salem State University,"Salem State University, Massachusetts, United States",42.50343,-70.89033,POINT (-70.89033 42.50343)
St. Francis College,"St. Francis College, New York, United States",40.693066599999995,-73.99220306902977,POINT (-73.99220306902977 40.693066599999995)
University of Pavia,"University of Pavia, Pavia, Italy",45.186926549999995,9.156876823159685,POINT (9.156876823159685 45.186926549999995)
"La Trobe University, Melbourne","La Trobe University, Melbourne, Victoria, Australia",-37.7170218,145.0439453,POINT (145.0439453 -37.7170218)
West Virginia University Institute of Technology,"West Virginia University Institute of Technology, West Virginia, United States",37.77624555,-81.18606301906078,POINT (-81.18606301906078 37.77624555)
Georgia Southern University,"Georgia Southern University, Georgia, United States",32.421438050000006,-81.78450528646616,POINT (-81.78450528646616 32.421438050000006)
"Victoria University, Melbourne","Victoria University, Melbourne, Victoria, Australia",-37.8149054,144.95474433145225,POINT (144.95474433145225 -37.8149054)
"Georgia Southern University, Armstrong Campus Savannah","Georgia Southern University, Armstrong Campus Savannah, Georgia, United States",31.97821865,-81.16273033504638,POINT (-81.16273033504638 31.97821865)
"MCPHS University, Boston","MCPHS University, Boston, Massachusetts, United States",42.368714,-71.125877,POINT (-71.125877 42.368714)
La Salle University,"La Salle University, Pennsylvania, United States",40.0374268,-75.15402196552299,POINT (-75.15402196552299 40.0374268)
"Massachusetts College of Pharmacy and Health Science, Boston Campus","Massachusetts College of Pharmacy and Health Science, Boston Campus, Massachusetts, United States",42.3489758,-83.05553521774041,POINT (-83.05553521774041 42.3489758)
New York Medical College,"New York Medical College, New York, United States",41.204163199999996,-73.89007121210736,POINT (-73.89007121210736 41.204163199999996)
Karolinska Institute,"Karolinska Institute, Stockholms l'n, Sweden",59.219549549999996,17.94005487275674,POINT (17.94005487275674 59.219549549999996)
Icahn School of Medicine at Mount Sinai,"Icahn School of Medicine at Mount Sinai, New York, United States",40.789793,-73.953238,POINT (-73.953238 40.789793)
University of Bordeaux,"University of Bordeaux, Nouvelle-Aquitaine, France",44.80042,-0.59598,POINT (-0.59598 44.80042)
Campbell University,"Campbell University, North Carolina, United States",35.408071,-78.73924679769573,POINT (-78.73924679769573 35.408071)
"St George’s, University of London","St George’s, University of London, London, United Kingdom",51.4273617,-0.1749488,POINT (-0.1749488 51.4273617)
"University of Colorado, Anschutz Medical","University of Colorado, Anschutz Medical, Colorado, United States",40.007492,-105.269063,POINT (-105.269063 40.007492)
Université Paris Cité,"Université Paris Cité, Paris, France",48.82959855,2.381684300259244,POINT (2.381684300259244 48.82959855)
Brighton and Sussex Medical School,"Brighton and Sussex Medical School, Brighton and Hove, United Kingdom",50.864069,-0.084127,POINT (-0.084127 50.864069)
Norwegian University of Science and Technology,"Norwegian University of Science and Technology, Trondheim, Norway",63.44802385,10.453639414751784,POINT (10.453639414751784 63.44802385)
"University of Southern Denmark, Esbjerg","University of Southern Denmark, Esbjerg, Esbjerg, Denmark",55.4664892,8.4520751,POINT (8.4520751 55.4664892)
University of Texas Health Science Center at Houston,"University of Texas Health Science Center at Houston, Houston, United States",43.815718,-91.237003,POINT (-91.237003 43.815718)
Aix-Marseille University,"Aix-Marseille University, Marseille, France",43.2935235,5.357821034385566,POINT (5.357821034385566 43.2935235)
UiT The Arctic University of Norway,"UiT The Arctic University of Norway, Troms, Norway",69.6819069,18.972490634079904,POINT (18.972490634079904 69.6819069)
University of Eastern Finland,"University of Eastern Finland, Finnmark, Norway",58.9435055,9.5833627,POINT (9.5833627 58.9435055)
Mälardalen University,"Mälardalen University, Västerås, Sweden",59.61063,16.46442,POINT (16.46442 59.61063)
The University of North Texas Health Science Center at Fort Worth,"The University of North Texas Health Science Center at Fort Worth, Texas, United States",32.749609,-97.370182,POINT (-97.370182 32.749609)
New England Institute of Technology,"New England Institute of Technology, Rhode Island, United States",40.808798,-73.605376,POINT (-73.605376 40.808798)
Arcadia University,"Arcadia University, Pennsylvania, United States",40.0917501,-75.16511509669805,POINT (-75.16511509669805 40.0917501)
Hawaii Pacific University,"Hawaii Pacific University, Hawaii, United States",21.310022,-157.860437,POINT (-157.860437 21.310022)
EHESP,"EHESP, Rennes, France",48.116181850000004,-1.7023650880247707,POINT (-1.7023650880247707 48.116181850000004)
London School of Hygiene & Tropical Medicine,"London School of Hygiene & Tropical Medicine, London, United Kingdom",51.5209537,-0.13037143644571766,POINT (-0.1303714364457177 51.5209537)
Royal Tropical Institute,"Royal Tropical Institute, Amsterdam, Netherlands",52.362542149999996,4.922242679396797,POINT (4.922242679396797 52.362542149999996)
"West Virginia University, Morgantown","West Virginia University, Morgantown, West Virginia, United States",39.63471505,-79.95425356475369,POINT (-79.95425356475369 39.63471505)
Boston College,"Boston College, Massachusetts, United States",42.3354481,-71.16826648999114,POINT (-71.16826648999114 42.3354481)
Federation University of Australia,"Federation University of Australia, Victoria, Australia",-21.2309116,148.9741517,POINT (148.9741517 -21.2309116)
Stratford University,"Stratford University, Virginia, United States",47.23660165,-122.53379933284103,POINT (-122.53379933284103 47.23660165)
University of Scranton,"University of Scranton, Pennsylvania, United States",41.406446450000004,-75.65774968129637,POINT (-75.65774968129637 41.406446450000004)
Centennial College,"Centennial College, Ontario, Canada",43.7857924,-79.22780957535817,POINT (-79.22780957535817 43.7857924)
University of Lorraine,"University of Lorraine, Grand Est, France",48.269078,4.066495910506452,POINT (4.066495910506452 48.269078)
University of Advancing Technology,"University of Advancing Technology, Arizona, United States",33.451852,-112.064014,POINT (-112.064014 33.451852)
University of Wisconsin–La Crosse,"University of Wisconsin–La Crosse, Wisconsin, United States",43.8156316,-91.2314610845199,POINT (-91.2314610845199 43.8156316)
