University Name,Address,lat,long,geometry
University of Wyoming,"University of Wyoming, Wyoming, United States",41.317412,-105.576286,POINT (-105.576286 41.317412)
Embry Riddle Aeronautical University,"Embry Riddle Aeronautical University, Florida, United States",29.19175315,-81.04958387456502,POINT (-81.04958387456502 29.19175315)
The University of Maine,"The University of Maine, Maine, United States",46.8200431,-67.9230792,POINT (-67.9230792 46.8200431)
University of North Florida,"University of North Florida, Florida, United States",28.36746815,-81.28080685085058,POINT (-81.28080685085058 28.36746815)
"Washington State University, Tri-Cities","Washington State University, Tri-Cities, Washington, United States",46.3269918,-119.27297087295432,POINT (-119.27297087295432 46.3269918)
Charles Darwin University,"Charles Darwin University, Northern Territory, Australia",-12.37137375,130.86848336511576,POINT (130.86848336511576 -12.37137375)
"University of Alaska, Fairbanks","University of Alaska, Fairbanks, Alaska, United States",64.86534085,-147.8426097192497,POINT (-147.8426097192497 64.86534085)
McNeese State University,"McNeese State University, Louisiana, United States",30.18062475,-93.2162922183305,POINT (-93.2162922183305 30.18062475)
University of Exeter,"University of Exeter, Devon, United Kingdom",50.736872,-3.53358,POINT (-3.53358 50.736872)
Milwaukee School of Engineering,"Milwaukee School of Engineering, Wisconsin, United States",43.04576595,-87.9079361465609,POINT (-87.9079361465609 43.04576595)
Durham University,"Durham University, Durham, United Kingdom",54.774822400000005,-1.5643586354480097,POINT (-1.5643586354480097 54.774822400000005)
Loyola Marymount University,"Loyola Marymount University, California, United States",33.968782399999995,-118.41820210089406,POINT (-118.41820210089406 33.968782399999995)
Western New England University,"Western New England University, Massachusetts, United States",42.1125825,-72.51478135359363,POINT (-72.51478135359363 42.1125825)
Federation University Australia,"Federation University Australia, Victoria, Australia",-38.1651724,144.3377163,POINT (144.3377163 -38.1651724)
Waseda University,"Waseda University, Tokyo, Japan",35.70863,139.71958,POINT (139.71958 35.70863)
University of Victoria British Columbia,"University of Victoria British Columbia, British Columbia, Canada",48.46205995,-123.31141980604804,POINT (-123.31141980604804 48.46205995)
Jackson State University,"Jackson State University, Mississippi, United States",32.296409249999996,-90.20743755025683,POINT (-90.20743755025683 32.296409249999996)
Bucknell University,"Bucknell University, Pennsylvania, United States",40.95447,-76.878136,POINT (-76.878136 40.95447)
Montana Tech,"Montana Tech, Montana, United States",46.010778,-112.559847,POINT (-112.559847 46.010778)
University of Southern Queensland,"University of Southern Queensland, Queensland, Australia",-27.685222,152.90725,POINT (152.90725 -27.685222)
Université Grenoble-Alpes,"Université Grenoble-Alpes, Isère, France",45.19156085,5.76726385662386,POINT (5.76726385662386 45.19156085)
Merrimack College,"Merrimack College, Massachusetts, United States",42.67093,-71.12533,POINT (-71.12533 42.67093)
Luleå University of Technology,"Luleå University of Technology, Norrbottens l'n, Sweden",65.61809,22.14011,POINT (22.14011 65.61809)
University of Sherbrooke,"University of Sherbrooke, Sherbrooke, Canada",45.5044656,-73.5733077942731,POINT (-73.5733077942731 45.5044656)
Abertay University,"Abertay University, Dundee City, United Kingdom",56.4631526,-2.97467889452203,POINT (-2.97467889452203 56.4631526)
St Martin University,"St Martin University, Washington, United States",47.04343285,-122.81343957968636,POINT (-122.81343957968636 47.04343285)
Edinburgh Napier University,"Edinburgh Napier University, Edinburgh, United Kingdom",55.918428,-3.239493,POINT (-3.239493 55.918428)
The Hong Kong University of Science and Technology,"The Hong Kong University of Science and Technology, New Territories, Hong Kong",22.451497,114.177786,POINT (114.177786 22.451497)
University of Derby,"University of Derby, Derby, United Kingdom",52.937954700000006,-1.497999105195924,POINT (-1.497999105195924 52.937954700000006)
University of the West of Scotland,"University of the West of Scotland, London, United Kingdom",51.5100436,-0.0047661,POINT (-0.0047661 51.5100436)
Idaho State University,"Idaho State University, Idaho, United States",42.86256695,-112.43216272585818,POINT (-112.43216272585818 42.86256695)
"Technical University of Applied Sciences, Lübeck","Technical University of Applied Sciences, Lübeck, Lübeck, Germany",53.866444,10.684738,POINT (10.684738 53.866444)
"University of South Australia, Mawson Lakes","University of South Australia, Mawson Lakes, South Australia, Australia",-34.8088,138.62028,POINT (138.62028 -34.8088)
Canterbury Christ Church University,"Canterbury Christ Church University, Kent, United Kingdom",51.279182399999996,1.0903628318027239,POINT (1.0903628318027239 51.279182399999996)
CentraleSupelec,"CentraleSupelec, Chatenay-Malabry, France",48.7670404,2.2775316,POINT (2.2775316 48.7670404)
Northeastern University,"Northeastern University, Massachusetts, United States",42.33907025,-71.08783833987422,POINT (-71.08783833987422 42.33907025)
University of Bolton,"University of Bolton, Bolton, United Kingdom",53.57303145,-2.43779527237738,POINT (-2.43779527237738 53.57303145)
The University of Texas at Dallas,"The University of Texas at Dallas, Texas, United States",32.9785262,-96.7553288,POINT (-96.7553288 32.9785262)
"University of California, San Diego","University of California, San Diego, California, United States",32.87924375,-117.23112468377349,POINT (-117.23112468377349 32.87924375)
"University of California, Irvine","University of California, Irvine, California, United States",33.6458956,-117.842799,POINT (-117.842799 33.6458956)
"Rutgers University, New Brunswick","Rutgers University, New Brunswick, New Jersey, United States",40.49767855,-74.44600460895731,POINT (-74.44600460895731 40.49767855)
Rutgers University-New Brunswick,"Rutgers University-New Brunswick, New Jersey, United States",40.49955,-74.44432,POINT (-74.44432 40.49955)
"University of California, Davis","University of California, Davis, California, United States",38.533790350000004,-121.79075439946112,POINT (-121.79075439946112 38.533790350000004)
"University of Maryland, Baltimore County","University of Maryland, Baltimore County, Maryland, United States",39.289876,-76.625359,POINT (-76.625359 39.289876)
Georgia State University,"Georgia State University, Georgia, United States",33.792305,-84.233897,POINT (-84.233897 33.792305)
"Concordia University, Montreal","Concordia University, Montreal, Quebec, Canada",45.4952479,-73.57858216019235,POINT (-73.57858216019235 45.4952479)
"University of California, Santa Barbara","University of California, Santa Barbara, California, United States",34.414602450000004,-119.84581004701371,POINT (-119.84581004701371 34.414602450000004)
"California State University, East Bay","California State University, East Bay, California, United States",38.156711,-121.027576,POINT (-121.027576 38.156711)
"University of California,  Riverside","University of California,  Riverside, California, United States",33.9642567,-117.3397858271953,POINT (-117.3397858271953 33.9642567)
Simon Fraser University,"Simon Fraser University, British Columbia, Canada",49.2776616,-122.909535,POINT (-122.909535 49.2776616)
"Simon Fraser University, Burnaby","Simon Fraser University, Burnaby, British Columbia, Canada",49.276709600000004,-122.91780296438841,POINT (-122.91780296438841 49.276709600000004)
State University of New York at Binghamton,"State University of New York at Binghamton, New York, United States",42.08779975,-75.97066065614858,POINT (-75.97066065614858 42.08779975)
"Carleton University, Ottawa","Carleton University, Ottawa, Ottawa, Canada",45.3858581,-75.69500411688679,POINT (-75.69500411688679 45.3858581)
"University of California, Santa Cruz","University of California, Santa Cruz, California, United States",36.95940725,-122.05787141794443,POINT (-122.05787141794443 36.95940725)
"Rutgers University, Newark","Rutgers University, Newark, New Jersey, United States",40.74068705,-74.17488897617616,POINT (-74.17488897617616 40.74068705)
The George Washington University,"The George Washington University, District of Columbia, United States",38.90028,-77.05278,POINT (-77.05278 38.90028)
Indiana University - Purdue University Indianapolis,"Indiana University - Purdue University Indianapolis, Indiana, United States",39.774777349999994,-86.1769635756136,POINT (-86.1769635756136 39.774777349999994)
University of Houston - Clear Lake,"University of Houston - Clear Lake, Texas, United States",29.58157,-95.098296,POINT (-95.098296 29.58157)
Northern Illinois University,"Northern Illinois University, Illinois, United States",41.802579,-88.132281,POINT (-88.132281 41.802579)
"California State University, Northridge","California State University, Northridge, California, United States",34.238921,-118.529324,POINT (-118.529324 34.238921)
University of Rochester,"University of Rochester, New York, United States",43.122702,-77.63074,POINT (-77.63074 43.122702)
State University of New York (Albany),"State University of New York (Albany), New York, United States",42.6840271,-73.82587727551194,POINT (-73.82587727551194 42.6840271)
"University of Massachusetts, Boston","University of Massachusetts, Boston, Massachusetts, United States",42.314068,-71.03871320767618,POINT (-71.03871320767618 42.314068)
Pace University,"Pace University, New York, United States",40.7111164,-74.00480443918846,POINT (-74.00480443918846 40.7111164)
The University of Chicago,"The University of Chicago, Illinois, United States",41.79139685,-87.60084387193544,POINT (-87.60084387193544 41.79139685)
Wichita State University,"Wichita State University, Kansas, United States",37.71934295,-97.28988783173023,POINT (-97.28988783173023 37.71934295)
Wright State University,"Wright State University, Ohio, United States",39.78420385,-84.05677987138829,POINT (-84.05677987138829 39.78420385)
Brown University,"Brown University, Rhode Island, United States",41.8186395,-71.4088008716793,POINT (-71.4088008716793 41.8186395)
"California State University, Chico","California State University, Chico, California, United States",39.72949775,-121.84810531061476,POINT (-121.84810531061476 39.72949775)
The University of Central Missouri,"The University of Central Missouri, Missouri, United States",28.59899755,-81.19712501183949,POINT (-81.19712501183949 28.59899755)
University of San Francisco,"University of San Francisco, California, United States",37.7793627,-122.45144734976836,POINT (-122.45144734976836 37.7793627)
University of Illinois at Springfield,"University of Illinois at Springfield, Illinois, United States",39.7286596,-89.617929,POINT (-89.617929 39.7286596)
Case Western Reserve University,"Case Western Reserve University, Ohio, United States",41.502436,-81.60858,POINT (-81.60858 41.502436)
University of Iowa,"University of Iowa, Iowa, United States",41.631102350000006,-91.54075201642047,POINT (-91.54075201642047 41.631102350000006)
Texas A&M University - Corpus Christi,"Texas A&M University - Corpus Christi, Texas, United States",36.1979366,-76.0099227,POINT (-76.0099227 36.1979366)
Arkansas State University,"Arkansas State University, Arkansas, United States",35.63993,-91.18893,POINT (-91.18893 35.63993)
Western University,"Western University, Ontario, Canada",43.6628446,-79.39517302166654,POINT (-79.39517302166654 43.6628446)
Northwest Missouri State University,"Northwest Missouri State University, Missouri, United States",40.355654,-94.889652,POINT (-94.889652 40.355654)
University of Regina,"University of Regina, Saskatchewan, Canada",49.570798,-109.896455,POINT (-109.896455 49.570798)
University of Massachusetts Dartmouth,"University of Massachusetts Dartmouth, Massachusetts, United States",41.6295897,-71.0061861,POINT (-71.0061861 41.6295897)
Texas A&M University-Commerce,"Texas A&M University-Commerce, Texas, United States",36.1979366,-76.0099227,POINT (-76.0099227 36.1979366)
Texas State University,"Texas State University, Texas, United States",29.88816,-97.94123,POINT (-97.94123 29.88816)
University of Ontario Institute of Technology,"University of Ontario Institute of Technology, Ontario, Canada",49.259739,-84.756095,POINT (-84.756095 49.259739)
Alabama A&M University,"Alabama A&M University, Alabama, United States",42.8755355,-8.5439247,POINT (-8.5439247 42.8755355)
University of Oxford,"University of Oxford, Oxfordshire, United Kingdom",51.750690000000006,-1.247481719363849,POINT (-1.247481719363849 51.750690000000006)
Purdue University Northwest,"Purdue University Northwest, Indiana, United States",40.430028,-86.92642114650494,POINT (-86.92642114650494 40.430028)
"New York Institute of Technology, Old Westbury","New York Institute of Technology, Old Westbury, New York, United States",40.8114746,-73.6062057,POINT (-73.6062057 40.8114746)
Tufts University,"Tufts University, Massachusetts, United States",42.40649125,-71.11800725402092,POINT (-71.11800725402092 42.40649125)
Hamburg University of Technology,"Hamburg University of Technology, Hamburg, Germany",53.461,9.969226430380203,POINT (9.969226430380203 53.461)
Central Michigan University,"Central Michigan University, Michigan, United States",43.583549950000005,-84.7746403641781,POINT (-84.7746403641781 43.583549950000005)
University of New Hampshire,"University of New Hampshire, New Hampshire, United States",43.1335,-70.93883,POINT (-70.93883 43.1335)
"KTH, Royal Institute of Technology","KTH, Royal Institute of Technology, Stockholms l'n, Sweden",59.201676,17.62032,POINT (17.62032 59.201676)
Chicago State University,"Chicago State University, Illinois, United States",37.936437,-88.6094993,POINT (-88.6094993 37.936437)
Colorado School of Mines,"Colorado School of Mines, Colorado, United States",39.745525,-105.24,POINT (-105.24 39.745525)
Friedrich-Alexander-University Erlangen-Nürnberg,"Friedrich-Alexander-University Erlangen-Nürnberg, Bavaria, Germany",49.59668005,11.006476741375543,POINT (11.006476741375543 49.59668005)
Technical University of Dortmund,"Technical University of Dortmund, North Rhine-Westphilia, Germany",52.31925,13.63262,POINT (13.63262 52.31925)
"California State University, San Bernardino","California State University, San Bernardino, California, United States",34.1799047,-117.3263,POINT (-117.3263 34.1799047)
Concordia University - Ann Arbor,"Concordia University - Ann Arbor, Michigan, United States",42.30731935,-83.69392523197419,POINT (-83.69392523197419 42.30731935)
Australian National University,"Australian National University, Australian Capital Territory, Australia",-35.282034,149.116584,POINT (149.116584 -35.282034)
Brock University,"Brock University, Ontario, Canada",43.11773545,-79.24985683064051,POINT (-79.24985683064051 43.11773545)
Western Illinois University,"Western Illinois University, Illinois, United States",40.4723261,-90.6753759,POINT (-90.6753759 40.4723261)
Georgetown University,"Georgetown University, District of Columbia, United States",38.90893925,-77.07457962060826,POINT (-77.07457962060826 38.90893925)
Indiana State University,"Indiana State University, Indiana, United States",37.96226,-87.67641,POINT (-87.67641 37.96226)
State University of New York Polytechnic Institute,"State University of New York Polytechnic Institute, New York, United States",43.13800205,-75.2294359077068,POINT (-75.2294359077068 43.13800205)
Eastern Michigan University,"Eastern Michigan University, Michigan, United States",42.252437,-83.6335,POINT (-83.6335 42.252437)
Fairleigh Dickinson University,"Fairleigh Dickinson University, New Jersey, United States",40.89807275,-74.0307211402726,POINT (-74.0307211402726 40.89807275)
University of Adelaide,"University of Adelaide, South Australia, Australia",-34.9189226,138.60423667410745,POINT (138.60423667410745 -34.9189226)
Seattle University,"Seattle University, Washington, United States",47.60950425,-122.31879829702284,POINT (-122.31879829702284 47.60950425)
State University of New York at New Paltz,"State University of New York at New Paltz, New York, United States",41.738503449999996,-74.08578931793295,POINT (-74.08578931793295 41.738503449999996)
Northeastern Illinois University,"Northeastern Illinois University, Illinois, United States",41.98026885,-87.71848507961145,POINT (-87.71848507961145 41.98026885)
University of Denver,"University of Denver, Colorado, United States",39.67831365,-104.96250921815401,POINT (-104.96250921815401 39.67831365)
University of Missouri-St. Louis,"University of Missouri-St. Louis, Missouri, United States",38.708507,-90.308282,POINT (-90.308282 38.708507)
Concordia University of Edmonton,"Concordia University of Edmonton, Alberta, Canada",53.5607569,-113.44572290714713,POINT (-113.44572290714713 53.5607569)
Rowan University,"Rowan University, New Jersey, United States",39.7103526,-75.1193266647699,POINT (-75.1193266647699 39.7103526)
Grand Valley State University,"Grand Valley State University, Michigan, United States",42.9645209,-85.6801556,POINT (-85.6801556 42.9645209)
"City University Of New York, Brooklyn College","City University Of New York, Brooklyn College, New York, United States",40.63149,-73.95153,POINT (-73.95153 40.63149)
"California State University, San Marcos","California State University, San Marcos, California, United States",33.1295667,-117.1606492322195,POINT (-117.1606492322195 33.1295667)
Governors State University,"Governors State University, Illinois, United States",41.446905900000004,-87.71945595440988,POINT (-87.71945595440988 41.446905900000004)
University of Northern British Columbia,"University of Northern British Columbia, British Columbia, Canada",49.26094,-123.24713,POINT (-123.24713 49.26094)
"California State University, Dominguez Hills","California State University, Dominguez Hills, California, United States",34.1799047,-117.3263,POINT (-117.3263 34.1799047)
University of North Carolina at Greensboro,"University of North Carolina at Greensboro, North Carolina, United States",36.063264,-79.810966,POINT (-79.810966 36.063264)
Dakota State University,"Dakota State University, South Dakota, United States",44.347967,-96.798171,POINT (-96.798171 44.347967)
Albert Ludwig University of Freiburg,"Albert Ludwig University of Freiburg, Baden-Warttemberg, Germany",48.796981,8.310944,POINT (8.310944 48.796981)
Braunschweig University of Technology,"Braunschweig University of Technology, Lower Saxony, Germany",52.2734144,10.5253983,POINT (10.5253983 52.2734144)
Technical University of Kaiserslautern,"Technical University of Kaiserslautern, Rhineland-Palatinate, Germany",52.31925,13.63262,POINT (13.63262 52.31925)
"California State University, Channel Islands","California State University, Channel Islands, California, United States",34.16726894999999,-119.04511795569039,POINT (-119.04511795569039 34.16726894999999)
"University of Nebraska, Omaha","University of Nebraska, Omaha, Nebraska, United States",41.257793250000006,-96.01049708374254,POINT (-96.01049708374254 41.257793250000006)
Clarkson University,"Clarkson University, New York, United States",44.65958875,-75.00623974830918,POINT (-75.00623974830918 44.65958875)
University of Quebec in Montreal,"University of Quebec in Montreal, Quebec, Canada",45.5031824,-73.5698065,POINT (-73.5698065 45.5031824)
Adelphi University,"Adelphi University, New York, United States",40.7197638,-73.65197185396391,POINT (-73.65197185396391 40.7197638)
"University of Washington, Tacoma","University of Washington, Tacoma, Washington, United States",47.245217499999995,-122.43981965250066,POINT (-122.43981965250066 47.245217499999995)
Nova Southeastern University,"Nova Southeastern University, Florida, United States",26.0800886,-80.2485465,POINT (-80.2485465 26.0800886)
Leibniz University of Hannover,"Leibniz University of Hannover, Lower Saxony, Germany",52.37723,9.723433,POINT (9.723433 52.37723)
University of Colorado at Colorado Springs,"University of Colorado at Colorado Springs, Colorado, United States",38.895908,-104.801865,POINT (-104.801865 38.895908)
"University of Nevada, Reno","University of Nevada, Reno, Nevada, United States",39.5442688,-119.81631051527071,POINT (-119.81631051527071 39.5442688)
National University,"National University, California, United States",32.873459350000005,-117.2150416717414,POINT (-117.2150416717414 32.873459350000005)
Virginia Commonwealth University,"Virginia Commonwealth University, Virginia, United States",38.037659,-78.526541,POINT (-78.526541 38.037659)
"University of Washington, Bothell","University of Washington, Bothell, Washington, United States",47.75948765,-122.19100770512512,POINT (-122.19100770512512 47.75948765)
Sacred Heart University,"Sacred Heart University, Connecticut, United States",41.222532,-73.242354,POINT (-73.242354 41.222532)
University of Bonn,"University of Bonn, North Rhine-Westphilia, Germany",50.7338124,7.1022465,POINT (7.1022465 50.7338124)
Bridgewater State University,"Bridgewater State University, Massachusetts, United States",41.988295750000006,-70.96359255813647,POINT (-70.96359255813647 41.988295750000006)
Fordham University,"Fordham University, New York, United States",40.862201,-73.901566,POINT (-73.901566 40.862201)
Humboldt University of Berlin,"Humboldt University of Berlin, Berlin, Germany",52.5183402,13.392920232320172,POINT (13.392920232320172 52.5183402)
St. Cloud State University,"St. Cloud State University, Minnesota, United States",45.54781165,-94.15122845517467,POINT (-94.15122845517467 45.54781165)
Emory University,"Emory University, Georgia, United States",33.801725,-84.322259,POINT (-84.322259 33.801725)
University of the Pacific,"University of the Pacific, California, United States",37.98042375,-121.31284719832666,POINT (-121.31284719832666 37.98042375)
Howard University,"Howard University, District of Columbia, United States",38.922334,-77.019421,POINT (-77.019421 38.922334)
Southeast Missouri State University,"Southeast Missouri State University, Missouri, United States",36.895823,-89.349832,POINT (-89.349832 36.895823)
University of Arkansas at Little Rock,"University of Arkansas at Little Rock, Arkansas, United States",34.72236805,-92.33830255268586,POINT (-92.33830255268586 34.72236805)
University of Central Oklahoma,"University of Central Oklahoma, Oklahoma, United States",35.655730250000005,-97.47032859449375,POINT (-97.47032859449375 35.655730250000005)
University of Houston-Victoria,"University of Houston-Victoria, Texas, United States",29.58157,-95.098296,POINT (-95.098296 29.58157)
"California Polytechnic State University, San Luis Obispo","California Polytechnic State University, San Luis Obispo, California, United States",35.3074623,-120.66464833678835,POINT (-120.66464833678835 35.3074623)
Loyola University Chicago,"Loyola University Chicago, Ohio, United States",41.999149200000005,-87.65737041681818,POINT (-87.65737041681818 41.999149200000005)
Oklahoma City University,"Oklahoma City University, Oklahoma, United States",35.496315249999995,-97.54122412051667,POINT (-97.54122412051667 35.496315249999995)
Texas Southern University,"Texas Southern University, Texas, United States",29.3585067,-94.9468174,POINT (-94.9468174 29.3585067)
Northeastern University - Silicon Valley,"Northeastern University - Silicon Valley, California, United States",37.257214,-121.7863419,POINT (-121.7863419 37.257214)
Appalachian State University,"Appalachian State University, North Carolina, United States",36.21135245,-81.68609129533857,POINT (-81.68609129533857 36.21135245)
The University of Southern Mississippi,"The University of Southern Mississippi, Mississippi, United States",30.3528503,-89.13778308631831,POINT (-89.13778308631831 30.3528503)
Northwestern Polytechnic University,"Northwestern Polytechnic University, California, United States",37.47815,-121.925581,POINT (-121.925581 37.47815)
Baylor University,"Baylor University, Texas, United States",31.55043405,-97.1102905567766,POINT (-97.1102905567766 31.55043405)
"City University Of New York, Queens College","City University Of New York, Queens College, New York, United States",40.73694,-73.81917,POINT (-73.81917 40.73694)
"Eberhard Karls University, Tübingen","Eberhard Karls University, Tübingen, Baden-Warttemberg, Germany",53.079519,8.924751,POINT (8.924751 53.079519)
College of William & Mary,"College of William & Mary, Virginia, United States",37.269093350000006,-76.7220488639414,POINT (-76.7220488639414 37.269093350000006)
Clausthal University of Technology,"Clausthal University of Technology, Lower Saxony, Germany",51.80195535,10.34550527586038,POINT (10.34550527586038 51.80195535)
Acadia University,"Acadia University, Nova Scotia, Canada",44.647964,-63.569969,POINT (-63.569969 44.647964)
University of Lethbridge,"University of Lethbridge, Alberta, Canada",53.52682,-113.5244937350756,POINT (-113.5244937350756 53.52682)
Duquesne University,"Duquesne University, Pennsylvania, United States",40.4391842,-80.0181104,POINT (-80.0181104 40.4391842)
Troy University,"Troy University, Alabama, United States",31.80222345,-85.95568668214796,POINT (-85.95568668214796 31.80222345)
"Washington State University, Vancouver","Washington State University, Vancouver, Washington, United States",45.73100425,-122.63391778834932,POINT (-122.63391778834932 45.73100425)
University of Paderborn,"University of Paderborn, North Rhine-Westphilia, Germany",51.70752095,8.772414074164182,POINT (8.772414074164182 51.70752095)
"University of British Columbia, Okanagan","University of British Columbia, Okanagan, British Columbia, Canada",49.9395,-119.39632,POINT (-119.39632 49.9395)
Colorado Technical University,"Colorado Technical University, Colorado, United States",38.893413,-104.833455,POINT (-104.833455 38.893413)
Bowie State University,"Bowie State University, Maryland, United States",39.018388099999996,-76.76095116835239,POINT (-76.76095116835239 39.018388099999996)
Uppsala University,"Uppsala University, Uppsala l'n, Sweden",59.85519,17.63149,POINT (17.63149 59.85519)
Northeastern University-Seattle,"Northeastern University-Seattle, Washington, United States",47.6230201,-122.3373546,POINT (-122.3373546 47.6230201)
University of Tulsa,"University of Tulsa, Oklahoma, United States",36.1523306,-95.94596023877983,POINT (-95.94596023877983 36.1523306)
Columbus State University,"Columbus State University, Georgia, United States",32.50189,-84.94150463877905,POINT (-84.94150463877905 32.50189)
University of Ulm,"University of Ulm, Baden-Warttemberg, Germany",48.796981,8.310944,POINT (8.310944 48.796981)
Clark University,"Clark University, Massachusetts, United States",32.84461445,-96.7825529,POINT (-96.7825529 32.84461445)
Marquette University,"Marquette University, Wisconsin, United States",43.039244,-87.93151,POINT (-87.93151 43.039244)
University of Rostock,"University of Rostock, Mecklenburg-Vorpommern, Germany",50.130444,8.671862,POINT (8.671862 50.130444)
University of Kiel (Christian-Albrechts),"University of Kiel (Christian-Albrechts), Schleswig-Holstein, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Ilmenau University of Technology,"Ilmenau University of Technology, Thuringia, Germany",50.68250285,10.9365062591177,POINT (10.9365062591177 50.68250285)
Brandeis University,"Brandeis University, Massachusetts, United States",42.36676,-71.25783,POINT (-71.25783 42.36676)
Hofstra University,"Hofstra University, New York, United States",40.715721,-73.601459,POINT (-73.601459 40.715721)
St. Francis Xavier University,"St. Francis Xavier University, Nova Scotia, Canada",49.26661,-123.095549,POINT (-123.095549 49.26661)
Central Connecticut State University,"Central Connecticut State University, Connecticut, United States",41.881086,-72.802594,POINT (-72.802594 41.881086)
University of Hawaii at Manoa,"University of Hawaii at Manoa, Hawaii, United States",19.70667,-155.08278,POINT (-155.08278 19.70667)
"Heidelberg University, Ruperto Carola","Heidelberg University, Ruperto Carola, Baden-Warttemberg, Germany",48.796981,8.310944,POINT (8.310944 48.796981)
East Carolina University,"East Carolina University, North Carolina, United States",35.6023405,-77.3620873,POINT (-77.3620873 35.6023405)
The University of Rhode Island,"The University of Rhode Island, Rhode Island, United States",41.487296900000004,-71.5344649840152,POINT (-71.5344649840152 41.487296900000004)
St. John's University,"St. John's University, New York, United States",40.674762,-73.935018,POINT (-73.935018 40.674762)
University of Texas Rio Grande Valley,"University of Texas Rio Grande Valley, Texas, United States",26.30715335,-98.17281873206672,POINT (-98.17281873206672 26.30715335)
University of Maryland Eastern Shore,"University of Maryland Eastern Shore, Maryland, United States",38.21403735,-75.68287648503558,POINT (-75.68287648503558 38.21403735)
Edith Cowan University,"Edith Cowan University, Western Australia, Australia",-31.919281599999998,115.86912150103211,POINT (115.86912150103211 -31.919281599999998)
"City University Of New York, Staten Island","City University Of New York, Staten Island, New York, United States",40.82093,-73.95292,POINT (-73.95292 40.82093)
Montclair State University,"Montclair State University, New Jersey, United States",40.864687849999996,-74.19692131823484,POINT (-74.19692131823484 40.864687849999996)
University of Texas - Pan American,"University of Texas - Pan American, Texas, United States",26.30979,-98.17418,POINT (-98.17418 26.30979)
Midwestern State University,"Midwestern State University, Texas, United States",33.871199149999995,-98.522129626549,POINT (-98.522129626549 33.871199149999995)
University of North America,"University of North America, Virginia, United States",30.268986499999997,-81.50965611064404,POINT (-81.50965611064404 30.268986499999997)
"Missouri State University, Springfield","Missouri State University, Springfield, Missouri, United States",37.2017202,-93.28077135844916,POINT (-93.28077135844916 37.2017202)
University of South Dakota,"University of South Dakota, South Dakota, United States",42.79137035,-96.92542348265259,POINT (-96.92542348265259 42.79137035)
University of New Orleans,"University of New Orleans, Louisiana, United States",29.912536,-89.99752,POINT (-89.99752 29.912536)
University of Bayreuth,"University of Bayreuth, Bavaria, Germany",49.9270796,11.587226615128671,POINT (11.587226615128671 49.9270796)
University of Leicester,"University of Leicester, Leicester, United Kingdom",52.62446355,-1.1257301398551323,POINT (-1.1257301398551323 52.62446355)
University of Potsdam,"University of Potsdam, Brandenburg, Germany",52.3888479,13.1197939,POINT (13.1197939 52.3888479)
Maharishi University of Management,"Maharishi University of Management, Iowa, United States",41.023532,-91.96396696626837,POINT (-91.96396696626837 41.023532)
American University,"American University, Washington, United States",38.93804505,-77.08939223651926,POINT (-77.08939223651926 38.93804505)
The University of Vermont,"The University of Vermont, Vermont, United States",44.47837,-73.20135,POINT (-73.20135 44.47837)
Western Kentucky University,"Western Kentucky University, Kentucky, United States",37.090422,-85.305159,POINT (-85.305159 37.090422)
East Tennessee State University,"East Tennessee State University, Tennessee, United States",36.3022214,-82.36945750910178,POINT (-82.36945750910178 36.3022214)
Delaware State University,"Delaware State University, Delaware, United States",39.18528,-75.5475,POINT (-75.5475 39.18528)
"Charles Sturt University, Bathhurst","Charles Sturt University, Bathhurst, New South Wales, Australia",-33.43081165,149.56194481628086,POINT (149.56194481628086 -33.43081165)
Linköping University,"Linköping University, Östergötland, Sweden",58.3977911,15.57545441574208,POINT (15.57545441574208 58.3977911)
City University of Seattle,"City University of Seattle, Washington, United States",47.6177084,-122.3444624,POINT (-122.3444624 47.6177084)
Leipzig University,"Leipzig University, Sohag, Germany",51.33845385,12.37863856850984,POINT (12.37863856850984 51.33845385)
Roosevelt University,"Roosevelt University, Illinois, United States",42.055781,-88.037248,POINT (-88.037248 42.055781)
"University of New England, Australia","University of New England, Australia, New South Wales, Australia",-31.95260295,152.55512735272188,POINT (152.55512735272188 -31.95260295)
"Northeastern University, Vancouver","Northeastern University, Vancouver, British Columbia, Canada",49.2805472,-123.1158204,POINT (-123.1158204 49.2805472)
South Dakota School of Mines and Technology,"South Dakota School of Mines and Technology, South Dakota, United States",33.948585,-79.028381,POINT (-79.028381 33.948585)
Bishops University,"Bishops University, Quebec, Canada",46.8137431,-71.2084061,POINT (-71.2084061 46.8137431)
University of Otago,"University of Otago, Otago, New Zealand",-45.864649,170.510747,POINT (170.510747 -45.864649)
Middle Tennessee State University,"Middle Tennessee State University, Tennessee, United States",35.84860085,-86.36090357044624,POINT (-86.36090357044624 35.84860085)
Wake Forest University,"Wake Forest University, North Carolina, United States",36.038195,-78.949467,POINT (-78.949467 36.038195)
Marist College,"Marist College, New York, United States",40.780997,-73.841567,POINT (-73.841567 40.780997)
Rivier University,"Rivier University, New Hampshire, United States",42.739333,-71.455044,POINT (-71.455044 42.739333)
University of Geneva,"University of Geneva, Geneva, Switzerland",46.19954,6.14239,POINT (6.14239 46.19954)
Shippensburg University of Pennsylvania,"Shippensburg University of Pennsylvania, Pennsylvania, United States",40.05815,-77.52221,POINT (-77.52221 40.05815)
