University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Canterbury Christ Church University,Kent,United Kingdom,MSc in International Relations,International Relations,13000.0,GBP,1374620.0
University of Northampton,Northamptonshire,United Kingdom,MA in International Relations,International Relations,15000.0,GBP,1586100.0
Regents University London,London,United Kingdom,MA in International Relations,International Relations,19500.0,GBP,2061930.0
The London School of Economics and Political Science,London,United Kingdom,MSc in History of International Relations,International Relations,25920.0,GBP,2740780.8
Liverpool Hope University,Liverpool,United Kingdom,MA in Politics & International Relations,International Relations,13000.0,GBP,1374620.0
Geneva School of Diplomacy and International Relations,Geneva,Switzerland,MS in International Relations,International Relations,34900.0,CHF,3263848.0
Geneva School of Diplomacy and International Relations,Geneva,Switzerland,MS in International Relations,International Relations,34900.0,CHF,3263848.0
University of Palermo,Palermo,Italy,MA in International Relations,International Relations,78.0,EUR,6969.3
University of Palermo,Palermo,Italy,MA in International Relations,International Relations,156.0,EUR,13938.6
Institut Barcelona d'Estudis Internacionals,Barcelona,Spain,M.S in International Relations,International Relations,11400.0,USD,952584.0
Schiller International University,Florida,United States,Masters in International Relations and Diplomacy,International Relations,19080.0,USD,1594324.8
