University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Texas Southern University,Texas,United States,MA in Psychology,Psychology,14000.0,USD,1169840.0
Appalachian State University,North Carolina,United States,Masters in Industrial-Organizational Psychology and Human Resource Management (IOHRM),Psychology,28101.0,USD,2348119.56
Appalachian State University,North Carolina,United States,MA in Psychology,Psychology,19669.0,USD,1643541.64
California Baptist University,California,United States,MS in Industrial-Organizational Psychology,Psychology,19886.0,USD,1661674.16
California Baptist University,California,United States,MS in Sport and Performance Psychology,Psychology,22050.0,USD,1842498.0
Cardiff University,Cardiff,United Kingdom,MSc in Psychology,Psychology,28200.0,GBP,2981868.0
Loughborough University,Leicestershire,United Kingdom,MSc in Work Psychology,Psychology,28100.0,GBP,2971294.0
University of Tasmania,Tasmania,Australia,Masters in Professional Psychology,Psychology,35950.0,AUD,2003493.5
Lund University,Sk'ne l'n,Sweden,MS in Psychology,Psychology,,SEK,
"City University Of New York, Queens College",New York,United States,MA in Psychology,Psychology,15390.0,USD,1285988.4
Eberhard Karls University of Tübingen,Baden-Warttemberg,Germany,Masters in Psychology,Psychology,3000.0,EUR,268050.0
Ball State University,Indiana,United States,MA in Sport and Exercise Psychology,Psychology,19751.0,USD,1650393.56
College of William & Mary,Virginia,United States,MS in Psychological Sciences,Psychology,29352.0,USD,2452653.12
Acadia University,Nova Scotia,Canada,MSc in Psychology,Psychology,13747.0,CAD,838567.0
University of Liverpool,Liverpool,United Kingdom,MSc in Psychology (Conversion),Psychology,26400.0,GBP,2791536.0
University of Liverpool,Liverpool,United Kingdom,MPhil in Psychology,Psychology,12125.0,GBP,1282097.5
University of Liverpool,Liverpool,United Kingdom,MSc in Organisational Psychology,Psychology,27500.0,GBP,2907850.0
University of Liverpool,Liverpool,United Kingdom,MSc in Research Methods in Psychology,Psychology,24400.0,GBP,2580056.0
University of Liverpool,Liverpool,United Kingdom,MSc in Investigative and Forensic Psychology,Psychology,23200.0,GBP,2453168.0
University of Liverpool,Liverpool,United Kingdom,MSc in Occupational and Organisational Psychology,Psychology,24000.0,GBP,2537760.0
Southern New Hampshire University,New Hampshire,United States,Masters in Psychology & Law,Psychology,,USD,
The University of Sheffield,Sheffield,United Kingdom,MSc in Occupational Psychology,Psychology,26200.0,GBP,2770388.0
The University of Sheffield,Sheffield,United Kingdom,MSc in Psychology and Education,Psychology,21400.0,GBP,2262836.0
The University of Sheffield,Sheffield,United Kingdom,MSc in Psychology and Education (Conversion),Psychology,20950.0,GBP,2215253.0
The University of Sheffield,Sheffield,United Kingdom,MSc in Work Psychology,Psychology,27500.0,GBP,2907850.0
University of Lethbridge,Alberta,Canada,MA in Psychology,Psychology,18471.0,CAD,1126731.0
"University of British Columbia, Okanagan",British Columbia,Canada,Masters in Psychology- psychological science,Psychology,91313.0,CAD,5570093.0
Newcastle University,Newcastle upon Tyne,United Kingdom,MPhil in Psychology,Psychology,27300.0,GBP,2886702.0
University of Strathclyde,Glasgow City,United Kingdom,MSc in Research Methods in Psychology,Psychology,17400.0,GBP,1839876.0
University of Strathclyde,Glasgow City,United Kingdom,MSc in Work & Organisational Psychology,Psychology,23200.0,GBP,2453168.0
University of Tulsa,Oklahoma,United States,MA in Clinical Psychology,Psychology,31253.0,USD,2611500.68
Kingston University London,Kingston upon Thames,United Kingdom,MSc in Psychology,Psychology,15900.0,GBP,1681266.0
Kingston University London,Kingston upon Thames,United Kingdom,MSc in Clinical Applications of Psychology,Psychology,16200.0,GBP,1712988.0
Kingston University London,Kingston upon Thames,United Kingdom,MSc in Occupational and Business Psychology,Psychology,17900.0,GBP,1892746.0
Victoria University,Victoria,Australia,Masters in Applied Psychology (Community Psychology),Psychology,31000.0,AUD,1727630.0
Victoria University,Victoria,Australia,MS in Professional Psychology,Psychology,32500.0,AUD,1811225.0
Western Sydney University,New South Wales,Australia,Masters in Professional Psychology,Psychology,38400.0,AUD,2140032.0
Massey University,Manawatu-Wanganui,New Zealand,Postgraduate Diploma in Science and Technology (Psychology),Psychology,37210.0,NZ,1902547.3
Massey University,Manawatu-Wanganui,New Zealand,MA in Psychology,Psychology,32667.0,NZ,1670263.71
University of Tennessee at Chattanooga,Tennessee,United States,MS in Psychological Science,Psychology,16056.0,USD,1341639.36
University of Tennessee at Chattanooga,Tennessee,United States,MS in Psychology: Research,Psychology,7992.0,USD,667811.52
Brandeis University,Massachusetts,United States,MA in Psychology,Psychology,57860.0,USD,4834781.6
"James Cook University, Townsville",Queensland,Australia,Masters in Psychology (Clinical),Psychology,41200.0,AUD,2296076.0
Central Connecticut State University,Connecticut,United States,Masters in Psychology,Psychology,26072.0,USD,2178576.32
Arkansas Tech University,Arkansas,United States,MS in Psychology,Psychology,16620.0,USD,1388767.2
University of Hawaii at Manoa,Hawaii,United States,MA in Psychology,Psychology,21030.0,USD,1757266.8
"Heidelberg University, Ruperto Carola",Baden-Warttemberg,Germany,Masters in Psychology,Psychology,,EUR,
Golden Gate University,California,United States,MA in Master of Arts in Industrial Organisational Psychology,Psychology,21255.0,USD,1776067.8
The University of Rhode Island,Rhode Island,United States,Masters in Psychology,Psychology,,USD,
University of Texas Rio Grande Valley,Texas,United States,MA in Clinical Psychology,Psychology,26601.0,USD,2222779.56
University of Mannheim,Baden-Warttemberg,Germany,Masters in Psychology with a focus on cognitive and clinical psychology,Psychology,4500.0,EUR,402075.0
