University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
University of Central Lancashire,Lancashire,United Kingdom,MSc in Maintenance Engineering,Electrical and Electronics,15500.0,GBP,1638970.0
Sheffield Hallam University,Sheffield,United Kingdom,MSc in Electrical and Electronic Engineering,Electrical and Electronics,17205.0,GBP,1819256.7
De Montfort University,Leicester,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,17100.0,GBP,1808154.0
INP-ENSEEIHT,Occitanie,France,Masters in Electrical Systems Engineering,Electrical and Electronics,,EUR,
Doshisha University,Kyoto,Japan,Masters in Electrical and Electronic Engineering,Electrical and Electronics,1189000.0,JP,618280.0
University of South Wales,Wales,United Kingdom,MSc in Electronics and Information Technology,Electrical and Electronics,16000.0,GBP,1691840.0
University of Chester,Warrington,United Kingdom,MSc in Electronic and Electrical Engineering,Electrical and Electronics,14750.0,GBP,1559665.0
Niigata University,Niigata,Japan,Masters in Electrical And Electronics Engineering,Electrical and Electronics,,JP,
City University of Hong Kong,Kowloon,Hong Kong,MSc in Electronic Information Engineering,Electrical and Electronics,162000.0,USD,13536720.0
University of Plymouth,Plymouth,United Kingdom,MSc in Electrical and Electronics Engineering,Electrical and Electronics,18000.0,GBP,1903320.0
The Chinese University of Hong Kong,New Territories,Hong Kong,MSc in Electronic Engineering,Electrical and Electronics,150000.0,USD,12534000.0
Glasgow Caledonian University,Glasgow City,United Kingdom,MSc in  Electrical and Electronic Engineering,Electrical and Electronics,17995.0,GBP,1902791.3
The Hong Kong Polytechnic University,Kowloon,Hong Kong,MSc in Electrical Engineering,Electrical and Electronics,116000.0,USD,9692960.0
The Hong Kong Polytechnic University,Kowloon,Hong Kong,MSc in Electronic and Information Engineering,Electrical and Electronics,116000.0,USD,9692960.0
Claude Bernard University Lyon 1,Villeurbanne,France,"Masters in Electronics, Electrical Energy, Automation",Electrical and Electronics,486.0,EUR,43424.1
École centrale de Lille,Villeneuve-d'Ascq,France,MS in  Electrical Energy for Sustainable Development,Electrical and Electronics,243.0,EUR,21712.05
Université de Perpignan Via Domitia,Perpignan,France,"MS in Electronics, Electrical Energy, Automation",Electrical and Electronics,335.0,EUR,29932.25
University of Gloucestershire,Gloucestershire,United Kingdom,MSc in Electrical and Electronics Engineering,Electrical and Electronics,15900.0,GBP,1681266.0
International University of applied sciences,Berlin,Germany,Masters in Engineering Management,Electrical and Electronics,15576.0,EUR,1391715.6
University of Bolton,Bolton,United Kingdom,MSc in Electrical and Electronics Engineering,Electrical and Electronics,13550.0,GBP,1432777.0
Institut supérieur d’électronique de Paris (ISEP),Paris,France,MSc in Engineering-Data Intelligence,Electrical and Electronics,10208.0,EUR,912084.8
Swiss Federal Institute of Technology Lausanne,Lausanne,Switzerland,Master in Electrical and Electronic Engineering,Electrical and Electronics,1460.0,CHF,136539.2
