University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Harvard University,Massachusetts,United States,Masters in Data Science,Data Science,63624.0,USD,5316421.44
Colorado State University,Colorado,United States,Masters in Applied Statistics - Data Science,Data Science,47580.0,USD,3975784.8
"University of California, Santa Barbara",California,United States,Masters in Environmental Data Science,Data Science,30233.0,USD,2526269.48
"California State University, Los Angeles",California,United States,MEng in Data Science,Data Science,38700.0,USD,3233772.0
Michigan Technological University,Michigan,United States,MS in Data Science,Data Science,29160.0,USD,2436609.6
Johns Hopkins University,Maryland,United States,MS in Data Science,Data Science,69124.0,USD,5776001.44
University of North Texas,Texas,United States,MS in Data Science,Data Science,16398.0,USD,1370216.88
University of North Texas,Texas,United States,MS in Advanced Data Analytics,Data Science,39540.0,USD,3303962.4
Technical University of Munich,Bavaria,Germany,MSc in Mathematics in Data Science,Data Science,12000.0,EUR,1072200.0
Technical University of Munich,Bavaria,Germany,MSc in Data Engineering and Analytics,Data Science,12000.0,EUR,1072200.0
Duke University,North Carolina,United States,Masters in Interdisciplinary Data Science,Data Science,65120.0,USD,5441427.2
Duke University,North Carolina,United States,MS in Statistical Science - Data Science and Analytics,Data Science,65120.0,USD,5441427.2
University of North Carolina at Chapel Hill,North Carolina,United States,"MS in  Statistics, Analytics and Data Science",Data Science,43160.0,USD,3606449.6
State University of New York at Binghamton,New York,United States,MS in Data Analytics,Data Science,29730.0,USD,2484238.8
"University of Michigan, Dearborn",Michigan,United States,MS in Data Science,Data Science,32800.0,USD,2740768.0
Queen's University,Kingston,Canada,MSc in Data Science and Machine Learning,Data Science,12928.0,CAD,788608.0
Carleton University,Ottawa,Canada,"MEng in Data Science, Analytics, and Artificial Intelligence",Data Science,22945.0,CAD,1399645.0
Carleton University,Ottawa,Canada,"MSc in Data Science, Analytics, and Artificial Intelligence",Data Science,22945.0,CAD,1399645.0
University of Calgary,Alberta,Canada,Masters in Data Science And Analytics,Data Science,50355.0,CAD,3071655.0
The George Washington University,District of Columbia,United States,MS in Data Science,Data Science,30300.0,USD,2531868.0
The George Washington University,District of Columbia,United States,MS in Data Analytics,Data Science,31950.0,USD,2669742.0
Oregon State University,Oregon,United States,MS in Data Analytics,Data Science,12600.0,USD,1052856.0
Auburn University,Alabama,United States,MS in Data Science and Engineering,Data Science,55080.0,USD,4602484.8
Indiana University - Purdue University Indianapolis,Indiana,United States,MS in Applied Data Science,Data Science,22320.0,USD,1865059.2
University of Houston - Clear Lake,Texas,United States,MS in Data Science,Data Science,17460.0,USD,1458957.6
University of Central Florida,Florida,United States,MS in Statistics and Data Science - Data Science,Data Science,21493.0,USD,1795955.08
University of Central Florida,Florida,United States,MS in Statistics and Data Science,Data Science,21492.0,USD,1795871.52
University of Central Florida,Florida,United States,MS in Data Analytics,Data Science,36300.0,USD,3033228.0
Toronto Metropolitan University,Toronto,Canada,MSc in Data Science and Analytics,Data Science,26380.0,CAD,1609180.0
University of Virginia,Virginia,United States,MS in Data Science,Data Science,47378.0,USD,3958905.68
RWTH Aachen University,North Rhine-Westphilia,Germany,MSc in Data Science,Data Science,,EUR,
Florida State University,Florida,United States,MS in Data Science,Data Science,20044.0,USD,1674876.64
University of New Haven,Connecticut,United States,MS in Data Science,Data Science,18018.0,USD,1505584.08
University of Rochester,New York,United States,MS in Data Science,Data Science,61500.0,USD,5138940.0
University of Connecticut,Connecticut,United States,MS in Data Science,Data Science,39750.0,USD,3321510.0
"New York Institute of Technology, NY Campus",New York,United States,MS in Data Science,Data Science,48600.0,USD,4061016.0
State University of New York (Albany),New York,United States,MS in Data Science,Data Science,28774.0,USD,2404355.44
University of Victoria,British Columbia,Canada,MEng in Applied Data Science,Data Science,40000.0,CAD,2440000.0
Drexel University,Pennsylvania,United States,MS in Machine Learning and Artificial Intelligence,Data Science,31410.0,USD,2624619.6
Drexel University,Pennsylvania,United States,MS in Data Science,Data Science,41880.0,USD,3499492.8
Rice University,Texas,United States,Masters in Data Science,Data Science,59784.0,USD,4995551.04
Delft University of Technology,South Holland,Netherlands,Masters in Computer Science: Data Science & Technology,Data Science,20.0,EUR,1787.0
The University of Melbourne,Victoria,Australia,Masters in Data Science,Data Science,53562.0,AUD,2985010.26
Pace University,New York,United States,MS in Data Science,Data Science,31800.0,USD,2657208.0
Pace University,New York,United States,MS in Accounting Data Analytics,Data Science,39188.0,USD,3274549.28
The University of Chicago,Illinois,United States,MS in Applied Data Science,Data Science,66924.0,USD,5592169.44
The University of Chicago,Illinois,United States,MS in Data Science,Data Science,38826.0,USD,3244300.56
Kansas State University,Kansas,United States,MS in Data Analytics,Data Science,20140.0,USD,1682898.4
Worcester Polytechnic Institute,Massachusetts,United States,MS in Data Science,Data Science,32200.0,USD,2690632.0
San Francisco State University,California,United States,MS in Statistical Data Science,Data Science,16275.0,USD,1359939.0
Wichita State University,Kansas,United States,MS in Data Science,Data Science,16020.0,USD,1338631.2
Brown University,Rhode Island,United States,MSc in Data-Enabled Computational Engineering and Science,Data Science,48704.0,USD,4069706.24
